,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
100,1216,0.2818224580664991,2.75249811407015,22,57832,21.997201442717003,57828.218837824905,457,695363,456.99720144271714,695359.2188378249,23,60731,22.130514273730174,58214.69273493208,458,698262,457.13051427373017,695745.6927349321,0.4674459510996624,22.0,0.9442148760330579,0.9444493600285113,0.0002079098929682958,0.00020793595199918082,2.0,2.0,17.0,22.0,0.8657844990548205,0.9333772250424182,0.00018932045668636574,0.00020529827831777301,1.0,2.0,17.0,19.0
101,1219,0.3203630051004997,3.623090989492087,51,69496,49.38737882602185,67360.22075328988,561,699257,559.3873788260219,697121.2207532898,58,76149,52.048776425542066,69757.62845517008,568,705910,562.0487764255422,699518.62845517,0.3066858515315448,121.0,0.21568627450980393,0.22934047576697184,0.00014478287810438384,0.0001536389390764415,36.0,36.0,38.0,37.0,0.16884661117717004,0.20746887775156606,0.00012173653191696666,0.00014375265331145675,43.0,38.0,37.0,37.0
102,1206,0.7703209534909936,6.098105061738968,42,80537,40.08951793483348,77346.08311572397,402,696125,400.0895179348334,692934.083115724,48,91962,41.93046478246546,80930.60225839961,408,707550,401.9304647824654,696518.6022583997,0.26031055045416845,170.0,0.22789115646258504,0.24894047007373277,0.00010732387249953919,0.00011582845738345799,32.0,30.0,57.0,56.0,0.17708333333333334,0.22860807804628042,8.366432657846752e-05,0.00010634257575243135,37.0,31.0,64.0,60.0
103,1202,2.4467068657090043,8.719345443363226,47,58319,45.575164315775254,56805.50282937361,474,697800,472.5751643157752,696286.5028293737,48,59212,45.842540616187975,57044.26986564218,475,698693,472.842540616188,696525.2698656423,0.4044120028578042,52.0,0.2145767315527388,0.22751729085915837,0.00020516856841136026,0.00021577799817974682,37.0,39.0,18.0,18.0,0.20616319444444445,0.22499827332842112,0.00019928147603814157,0.00021404881390390523,27.0,34.0,15.0,17.0
104,1218,0.445810484262003,3.4258513871780822,55,83719,52.83172810124573,78774.12700851659,411,694456,408.83172810124574,689511.1270085166,63,102085,54.86481470468132,83448.96827032864,419,712822,410.8648147046813,694185.9682703287,0.47733480572259135,20.0,0.13586776859504132,0.14647211735778903,9.908243479787472e-05,0.00011111535577495115,73.0,68.0,67.0,63.0,0.10556815318720081,0.1364932320161396,6.840017750200239e-05,9.968593524275166e-05,80.0,72.0,80.0,69.0
105,1224,0.02807896174300016,1.1176623334224554,91,159376,88.36896888202021,154076.82700101144,443,692114,440.3689688820201,686814.8270010115,104,178269,92.67654648552258,160413.19970582006,456,711007,444.6765464855225,693151.19970582,0.2824682760047735,139.0,0.05349595459485569,0.0563919526939598,2.7247821694851865e-05,2.8931104221901865e-05,224.0,224.0,262.0,259.0,0.04215976331360947,0.05177314418764286,2.2372896824369523e-05,2.693691004692324e-05,240.0,229.0,266.0,266.0
106,1212,0.25444536363149906,2.867146711025089,80,132619,78.74733650128793,131083.00746986285,452,697110,450.747336501288,695574.0074698628,83,134111,79.6098470168581,131589.00014582914,455,698602,451.6098470168582,696080.0001458292,0.38895967028653383,59.0,0.070625,0.07268778289127335,3.963599957098691e-05,4.048093647668932e-05,156.0,163.0,178.0,184.0,0.06604732181739004,0.0712573757343125,3.884194982762664e-05,4.0199438010539574e-05,145.0,155.0,159.0,176.0
107,1220,0.6325839479284988,6.059614525005262,150,259256,139.558279679025,242063.35654227095,389,692537,378.5582796790249,675344.356542271,182,316823,149.76993934033328,261187.3566319737,421,750104,388.7699393403332,694468.3566319739,0.21649009722921772,228.0,0.01728888888888889,0.0194366553900165,1.0303513609162778e-05,1.1525696328742441e-05,405.0,402.0,405.0,403.0,0.0127098176548726,0.017331788034738154,7.472881187624697e-06,1.0180008995175624e-05,411.0,405.0,412.0,406.0
108,1223,0.06616685452150023,1.8861652996161336,82,158862,80.44818443735802,156406.6862433138,440,694249,438.44818443735807,691793.6862433138,95,183245,83.85882758282325,162515.6912248341,453,718632,441.85882758282327,697902.6912248342,0.23371729538382763,196.0,0.06543723973825104,0.06774633125976696,2.7509025837901287e-05,2.827912479347312e-05,177.0,179.0,258.0,265.0,0.05019390581717451,0.06283273486254665,2.1401404980622104e-05,2.6424347639112267e-05,205.0,186.0,279.0,269.0
109,1204,0.5114713338344973,7.047821858005945,115,205213,107.32483578919592,194384.42429971774,366,704497,358.324835789196,693668.4242997174,137,241000,114.1764293401581,205553.36953477445,388,740284,365.17642934015817,704837.3695347743,0.1293961413284553,361.0,0.02767485822306238,0.0311083119380472,1.6728977974455423e-05,1.835815365589666e-05,349.0,340.0,355.0,348.0,0.020672385316212905,0.028012368033833817,1.2745717188064944e-05,1.6681677504777074e-05,371.0,348.0,362.0,355.0
110,1215,0.2079267708475013,3.1606845732296764,91,154066,86.55037095860472,146838.95127560827,431,703008,426.55037095860473,695780.9512756082,99,168717,88.42367792376427,150399.19418758652,439,717659,428.42367792376433,699341.1941875862,0.261551948335899,168.0,0.052046854244656444,0.056941965876614355,2.961738104506679e-05,3.226933283231156e-05,229.0,221.0,245.0,237.0,0.044791347821650854,0.05479441756078706,2.521160223480117e-05,3.0917053111107196e-05,225.0,217.0,250.0,236.0
111,1221,0.06196862143250026,1.7088452489007664,94,164197,90.37846054520668,157153.2135783637,386,700334,382.3784605452067,693290.2135783634,103,180500,93.17713851210787,161415.62201532235,395,716637,385.17713851210783,697552.6220153222,0.26667126943978836,154.0,0.04368492530556813,0.04681268392032604,2.5976149502356102e-05,2.8071688586172846e-05,269.0,260.0,273.0,268.0,0.0372325384107833,0.044365130604798006,2.1996055892757115e-05,2.6772310146971226e-05,267.0,263.0,271.0,267.0
112,1213,0.09919802449700013,1.6797399293129638,48,59890,45.38613667029693,56563.86542526499,544,697090,541.386136670297,693763.8654252649,57,68262,48.20918965362018,59218.986904824655,553,705462,544.2091896536201,696418.9869048247,0.4418031371570455,31.0,0.2361111111111111,0.2628213836753532,0.00019434806746637215,0.0002168370625061078,29.0,25.0,21.0,17.0,0.17020621729763005,0.23415649468532906,0.00015139642090707662,0.00019858601286321331,41.0,29.0,29.0,20.0
113,1226,1.136206940167,8.508427273709565,55,97079,54.05908090943574,94447.87078738595,422,685545,421.05908090943564,682913.8707873861,57,108515,54.50239219167267,96901.16381086245,424,696981,421.50239219167264,685367.1638108625,0.1972280676036738,261.0,0.13950413223140495,0.14408067110539882,7.274202378154465e-05,7.655641541925915e-05,67.0,72.0,88.0,88.0,0.13050169282856264,0.141895595407907,5.918905275675762e-05,7.299032664785823e-05,56.0,65.0,101.0,88.0
114,1217,1.674910229666995,7.79860426711663,109,161452,105.693127616524,157811.56130831962,474,692579,470.6931276165241,688938.5613083198,119,184136,108.14182841179219,163912.18081694256,484,715263,473.1418284117923,695039.1808169428,0.3460729325017212,88.0,0.039895631680834945,0.04213513195962306,2.6569443642255994e-05,2.766322828614656e-05,283.0,283.0,268.0,270.0,0.03417837723324624,0.040457955048528234,2.1095428456272913e-05,2.58694282503191e-05,288.0,280.0,282.0,272.0
115,1313,0.18226058379199947,3.7907268014258335,98,265252,94.36892027753386,256288.08400726572,293,692810,289.3689202775338,683846.084007266,112,293545,98.42585607213448,264895.8834125977,307,721103,293.42585607213454,692453.8834125977,0.15938874435967923,316.0,0.030508121615993335,0.03249330683455751,9.846838461252907e-06,1.0411217889493616e-05,331.0,327.0,410.0,410.0,0.024473852040816327,0.030288654318991873,8.36850591863963e-06,9.868256668113581e-06,341.0,332.0,401.0,410.0
116,1302,2.4178769654029924,9.904284685598991,113,161416,109.4263727695297,156315.22919289314,523,695104,519.4263727695297,690003.2291928931,119,169943,111.29151776431328,159134.80074173855,529,703631,521.2915177643133,692822.8007417385,0.3097403834875907,118.0,0.040958571540449525,0.04337904523304489,2.6678206245643435e-05,2.823894969641783e-05,278.0,277.0,266.0,267.0,0.0373561189181555,0.042087829344182995,2.4363428515150325e-05,2.7358472288862344e-05,265.0,274.0,257.0,263.0
117,1308,2.1835594430015246,13.237768219448519,107,195448,105.491551447403,192206.67642008525,460,693364,458.491551447403,690122.6764200854,112,200397,107.12285878233456,193686.46538747425,465,698313,460.1228587823346,691602.4653874743,0.15658326255668073,324.0,0.04017818150056773,0.04119988259516015,1.8150927730260873e-05,1.8680537138847785e-05,280.0,287.0,341.0,342.0,0.03706951530612245,0.04009678031677569,1.7388723253202706e-05,1.8435630084190158e-05,268.0,284.0,314.0,336.0
118,1303,0.9810488164179996,6.589989140587642,95,220342,90.47142548088364,209274.33858542933,353,694789,348.47142548088374,683721.3385854294,108,245201,93.69246606326872,215081.796880672,366,719648,351.69246606326874,689528.7968806721,0.2838775734700472,138.0,0.039113573407202215,0.04257398527008573,1.4310617035567703e-05,1.5611591477933265e-05,290.0,280.0,376.0,373.0,0.03137860082304527,0.04006394627397307,1.1969490068201825e-05,1.4905450142603858e-05,300.0,285.0,371.0,370.0
119,1310,1.8269193267205128,9.221104512804477,89,222221,86.6772760788827,214313.79560043284,389,687872,386.6772760788827,679964.7956004329,102,269130,89.86987056728904,227010.2296969325,402,734781,389.86987056728907,692661.2296969325,0.26999973966891505,150.0,0.049109960863527334,0.05146810059689862,1.3929561224752103e-05,1.4804241883692359e-05,238.0,242.0,380.0,381.0,0.03863898500576701,0.048271571921121574,1.0144571208888723e-05,1.3440951788593827e-05,258.0,242.0,387.0,385.0
120,1306,0.0769104292405,1.9040295947509098,92,197682,90.16961372258548,194012.3540717277,357,692572,355.16961372258555,688902.3540717277,97,208116,91.36848022381352,196395.33746975657,362,703006,356.3684802238137,691285.3374697566,0.2665923668003164,155.0,0.042178638941398866,0.04368329450502827,1.7722732273138286e-05,1.830201463414326e-05,274.0,276.0,344.0,349.0,0.038473801679243275,0.04268806632518718,1.623110515402959e-05,1.7922351845072028e-05,259.0,271.0,332.0,345.0
121,1312,2.0685270106129856,11.995394673381071,87,136950,86.49250025511739,135760.61841520914,461,689095,460.49250025511765,687905.6184152091,91,147217,87.77074580588402,138913.09148037096,465,699362,461.77074580588425,691058.0914803707,0.18065166839042096,290.0,0.060906328444972915,0.0615553292279429,3.674134288156643e-05,3.7323403617541605e-05,190.0,201.0,198.0,207.0,0.056152638570220986,0.059941393988661676,3.226904437917842e-05,3.581196928340991e-05,185.0,198.0,193.0,206.0
122,1309,1.3653946111880018,7.7666216219079605,87,145366,86.44015240384601,144287.28702807517,397,689413,396.44015240384596,688334.2870280752,93,156805,87.76782852827931,147074.22377668179,403,700852,397.7678285282792,691121.2237766818,0.2844485691612672,137.0,0.052450786101202275,0.05305747603475034,3.262524547433869e-05,3.306307693813016e-05,226.0,237.0,229.0,234.0,0.04659498207885305,0.05163675561385719,2.8504045553283923e-05,3.195075316385272e-05,219.0,230.0,222.0,231.0
123,1304,0.12731358677399926,2.4686662089038043,85,184201,79.85512522078959,173565.75097865253,334,694099,328.85512522078966,683463.7509786525,95,209037,82.16109665452886,179202.90171084297,344,718935,331.161096654529,689100.901710843,0.2625184749724932,164.0,0.046228373702422144,0.051570224815337413,2.0456788333112916e-05,2.268754074122907e-05,255.0,241.0,317.0,309.0,0.03811634349030471,0.04905766319671239,1.6452931856684618e-05,2.14581730311186e-05,263.0,239.0,331.0,310.0
124,1305,0.0672278152964996,1.5272949466569796,73,142401,70.66359353491873,137691.81600784554,479,687319,476.66359353491873,682609.8160078455,87,168161,74.4060106027853,145637.03576761705,493,713079,480.4060106027853,690555.035767617,0.36217046657891905,74.0,0.08988553199474573,0.09545980527613332,3.3894737226643534e-05,3.6004457661644384e-05,116.0,113.0,218.0,215.0,0.06513409961685823,0.08677455454420678,2.5216632207475234e-05,3.255776879958834e-05,151.0,125.0,249.0,227.0
125,1314,0.925471258384996,6.1397669365193925,82,166051,81.3610740965677,164727.6855087757,393,694135,392.36107409656785,692811.6855087756,82,166051,81.3610740965677,164727.6855087757,393,694135,392.36107409656785,692811.6855087756,0.30850984546923543,119.0,0.05844735276621059,0.05927240756920243,2.5174505726163275e-05,2.5531833952396435e-05,203.0,211.0,277.0,286.0,0.05844735276621059,0.05927240756920243,2.5174505726163275e-05,2.5531833952396435e-05,172.0,203.0,251.0,275.0
126,1307,0.10179697701799943,2.237086712309167,79,199502,77.74370155360191,194188.85345026816,299,692977,297.7437015536018,687663.8534502682,88,229622,80.35115657548856,201510.67326119536,308,723097,300.3511565754885,694985.6732611953,0.2556107466186291,174.0,0.047908988944079474,0.04926201296171652,1.7411023949177317e-05,1.823591677446705e-05,241.0,250.0,347.0,351.0,0.03977272727272727,0.046520571770685665,1.3714171277240791e-05,1.7115111937521892e-05,252.0,252.0,356.0,350.0
127,1301,2.1916208831445214,11.205996418061623,64,103080,62.33074661119269,100183.50214904301,468,693404,466.3307466111927,690507.5021490433,66,107456,62.9457811006945,101672.64278293404,470,697780,466.9457811006945,691996.6427829342,0.21931802958893273,221.0,0.1142578125,0.12002988576393517,6.525856548082355e-05,6.879802683555742e-05,91.0,90.0,107.0,103.0,0.1078971533516988,0.11785098090558603,6.043063769292465e-05,6.694154981072308e-05,78.0,83.0,97.0,100.0
128,1311,0.27811373500400105,3.583814748317824,95,187054,92.08979554323312,181176.3316032847,327,690700,324.0897955432331,684822.3316032847,104,205672,95.19810065567341,187381.59439252014,336,709318,327.19810065567344,691027.59439252,0.2721079289530984,148.0,0.03623268698060942,0.03821574578549048,1.9740377642203005e-05,2.0862915066053944e-05,303.0,301.0,321.0,323.0,0.03106508875739645,0.036103907404993404,1.676836189427606e-05,1.968074481565203e-05,302.0,304.0,321.0,323.0
129,1501,0.08689465605000063,1.6789111330482651,41,71320,40.97849119560823,71280.69014085058,422,680496,421.9784911956082,680456.6901408506,42,71320,41.30565237913797,71280.69014085058,423,680496,422.3056523791379,680456.6901408506,0.3873892050908861,60.0,0.2510410469958358,0.2512918404986835,0.00013378360907794656,0.00013392347094097977,26.0,28.0,40.0,43.0,0.23979591836734693,0.24751864720554864,0.00013378360907794656,0.00013392347094097977,20.0,26.0,32.0,40.0
130,1502,2.3738094291819984,21.185021107181033,49,30525,48.462403397124966,30196.388280865907,453,679805,452.46240339712494,679476.388280866,49,30525,48.462403397124966,30196.388280865907,453,679805,452.46240339712494,679476.388280866,0.06646575043686974,422.0,0.1886713869221158,0.1926515916614148,0.0007295801497275698,0.0007451854514645351,43.0,44.0,2.0,2.0,0.1886713869221158,0.1926515916614148,0.0007295801497275698,0.0007451854514645351,31.0,42.0,2.0,2.0
131,1601,11.882306391347006,27.555221518495078,86,146435,85.46976972739971,145145.4459643864,435,787676,434.4697697273998,786386.4459643862,86,146435,85.46976972739971,145145.4459643864,435,787676,434.4697697273998,786386.4459643862,0.1966540057945738,262.0,0.05881557598702001,0.05947500620104983,3.673312104242643e-05,3.7327524677715876e-05,200.0,210.0,199.0,206.0,0.05881557598702001,0.05947500620104983,3.673312104242643e-05,3.7327524677715876e-05,168.0,200.0,169.0,197.0
132,1602,12.574401302191529,22.4889424569615,51,85403,50.998884516230795,85399.71681766564,528,779906,527.9988845162306,779902.7168176656,53,89821,51.412130970107604,86449.08882932134,530,784324,528.4121309701075,780952.0888293214,0.3124345935195626,114.0,0.2029988465974625,0.2030072980780175,0.00010692912380293334,0.00010693689554102093,42.0,42.0,58.0,68.0,0.18867924528301888,0.19991324508860012,9.721644431155879e-05,0.00010449693455559228,30.0,40.0,54.0,61.0
133,1716,2.2273231750129923,11.072385396807608,116,148218,112.8978966716525,144468.16857700786,585,708706,581.8978966716528,704956.1685770078,138,183691,119.9389549684202,156782.6177571268,607,744179,588.9389549684203,717270.6177571269,0.22830252361998216,200.0,0.043475029726516054,0.04565360590213863,3.2259988783786196e-05,3.37767438665455e-05,271.0,268.0,231.0,232.0,0.03187355597563537,0.04094018118901803,2.2054725340284268e-05,2.9180129694901755e-05,296.0,278.0,270.0,247.0
134,1713,1.5942296236344982,10.467122759277448,141,187034,130.89197339826418,173614.80279498125,605,713751,594.8919733982642,700331.8027949812,162,215292,137.11640903446582,182163.68716473717,626,742009,601.1164090344657,708880.687164737,0.18285468984798928,283.0,0.030431064835772847,0.03472258729263711,2.0403543851693932e-05,2.323434029527633e-05,332.0,319.0,318.0,303.0,0.02385307117817406,0.031972730095301695,1.6008601299371978e-05,2.136237468452283e-05,352.0,324.0,335.0,311.0
135,1717,1.9697305746964953,11.482408248038697,164,180370,157.2892847131948,170818.92254607464,693,710143,686.2892847131949,700591.9225460746,185,209084,163.27533646320066,179064.0799110061,714,738857,692.2753364632007,708837.0799110059,0.1877373669905365,275.0,0.025765913146936346,0.027740158823436632,2.1828163590559934e-05,2.4010055803900474e-05,367.0,362.0,305.0,298.0,0.020861943024105187,0.02596795109586291,1.6901248691667485e-05,2.210698297496796e-05,369.0,362.0,319.0,305.0
136,1715,3.9900588321919854,15.448040224052892,127,136456,126.01408317578048,135275.64424627743,669,711498,668.0140831757802,710317.6442462776,139,152137,128.7901587052497,138671.40811355688,681,727179,670.7901587052495,713713.408113557,0.2101078990443215,240.0,0.04147808295616591,0.04206757235375483,3.82110006340146e-05,3.881623252597901e-05,276.0,284.0,185.0,198.0,0.03524662284560841,0.04044094781645103,3.141750061717567e-05,3.71150461230959e-05,283.0,281.0,201.0,200.0
137,1714,0.4566321849499991,5.996770551860879,144,374096,137.98497411013977,352513.7692213107,330,732267,323.98497411013983,710684.7692213106,160,419515,142.6214506253131,363592.5514868994,346,777686,328.62145062531306,721763.5514868994,0.15956642623149017,315.0,0.015914351851851853,0.017016148850826425,5.232428876470402e-06,5.719062433289353e-06,411.0,411.0,430.0,430.0,0.013515625,0.016155715979517933,4.418850341298035e-06,5.459652373948052e-06,406.0,411.0,426.0,429.0
138,1705,0.027088258214500064,1.9425479527026228,199,259492,185.54032381567453,240530.44210825372,573,715859,559.5403238156745,696897.4421082535,243,320426,200.13437355179286,260293.1699041297,617,776793,574.1343735517926,716660.1699041296,0.0902084972055254,403.0,0.014469331582535794,0.01625379468077544,1.063113278882907e-05,1.2045609264410188e-05,419.0,416.0,404.0,401.0,0.010448949177801486,0.014334091640241513,7.565712024204741e-06,1.0577614215051672e-05,424.0,421.0,410.0,403.0
139,1702,0.30346346551550063,3.2474347697385686,110,140015,104.46915950946268,133269.30207671144,555,705920,549.4691595094628,699174.3020767118,134,172342,112.1987951747833,143819.74524079743,579,738247,557.1987951747836,709724.7452407976,0.3616058139854441,76.0,0.045867768595041325,0.05034624908350962,3.6008609986536696e-05,3.936635557118295e-05,260.0,245.0,203.0,193.0,0.032245488973045223,0.04426228008168851,2.4855324284425242e-05,3.431254389343786e-05,293.0,264.0,256.0,218.0
140,1708,0.05902615646649995,2.475924906099193,143,240389,130.92663033139596,217884.5715375681,461,716470,448.92663033139604,693965.5715375679,171,285956,140.41927434441575,233096.63291775322,489,762037,458.41927434441584,709177.6329177528,0.12099834541912576,373.0,0.02254388967675681,0.026189028448322303,1.2398490930925892e-05,1.4617899356337427e-05,382.0,375.0,393.0,385.0,0.016723094285421156,0.02324927532773914,9.319178530041989e-06,1.3052179247016215e-05,393.0,381.0,395.0,387.0
141,1709,0.029841039457999926,1.7234750210301597,138,192485,128.7553446845631,177191.72307263012,532,691345,522.7553446845632,676051.7230726302,177,252512,140.69718618413282,195679.75801914392,571,751372,534.697186184133,694539.7580191441,0.12624489461843816,363.0,0.02793530770846461,0.03153319308686227,1.8659544737323946e-05,2.1532430853281502e-05,348.0,333.0,331.0,317.0,0.018225924861948992,0.02701077682526768,1.1783951966343611e-05,1.813866442224644e-05,383.0,353.0,374.0,343.0
142,1701,0.07245252655649984,2.759135874338608,187,248371,170.39757789964892,225869.6063158921,577,711742,560.3975778996488,689240.6063158921,237,308980,185.93603276192658,244351.52009813907,627,772351,575.9360327619265,707722.5200981391,0.11959615651477838,377.0,0.01650032886270697,0.019300537999867994,1.1537741981094934e-05,1.3509997417567205e-05,410.0,403.0,398.0,392.0,0.011162741013726434,0.01665893101505163,8.090101595287828e-06,1.1853126657387362e-05,417.0,410.0,405.0,397.0
143,1718,2.9226474877679967,12.88793400966012,157,171546,146.71207830883574,157243.37994261598,582,722086,571.7120783088358,707783.379942616,185,206072,155.0451681209276,168050.52072668367,610,756612,580.0451681209278,718590.5207266834,0.22111575755021282,213.0,0.02361150553775001,0.02656107381911284,2.4537354255574256e-05,2.862566731184254e-05,380.0,371.0,286.0,261.0,0.017823228634039446,0.02412933432337786,1.781702760226542e-05,2.5444959201805212e-05,386.0,376.0,306.0,276.0
144,1710,0.08820352662349992,2.4632724580748078,95,181713,86.79686805727005,165540.85384488964,419,692690,410.79686805727005,676517.8538448896,123,235000,95.10540212814115,182231.78836431148,447,745977,419.1054021281411,693208.7883643114,0.18267154912537262,285.0,0.04642659279778393,0.05452793044087873,2.097813718413145e-05,2.468703203594523e-05,253.0,230.0,313.0,292.0,0.02954590521514971,0.04633539678320963,1.3507958352195563e-05,2.087448576154695e-05,311.0,254.0,357.0,314.0
145,1711,0.08018340185749971,2.947850028506471,112,218383,105.84256077916963,206201.59351359704,423,697582,416.8425607791697,685400.5935135972,134,260081,112.83950364301073,219329.09783367754,445,739280,423.8395036430108,698528.0978336775,0.1159534224122102,381.0,0.03372130102040816,0.03720928953341598,1.4627079111223115e-05,1.6119829421889486e-05,315.0,305.0,374.0,367.0,0.024782802405881044,0.03328734047196465,1.0929283829261543e-05,1.4520827809816555e-05,339.0,316.0,381.0,374.0
146,1707,0.01807802805050004,1.7640692320877325,181,238810,163.85227307154224,213781.18445438356,577,700602,559.8522730715422,675573.1844543832,244,320006,182.59410100558586,238386.2659460023,640,781798,578.5941010055858,700178.2659460019,0.0730011445594626,419.0,0.01761240499374256,0.020852998147803906,1.2284750925220498e-05,1.4782008404938558e-05,404.0,398.0,394.0,382.0,0.010749798441279226,0.01735403687111587,7.634459798823554e-06,1.232100585381619e-05,422.0,404.0,408.0,394.0
147,1712,1.3778216659009983,8.393567257131204,92,117141,91.84774589962507,116993.01330080038,594,710709,593.8477458996251,710561.0133008001,96,123515,92.68709369048122,118451.55463747335,598,717083,594.6870936904812,712019.5546374733,0.2457591657795015,187.0,0.07017958412098299,0.07039439932398503,5.179334507043996e-05,5.191364480542862e-05,159.0,171.0,137.0,143.0,0.06488715277777778,0.069222931013726,4.700348089806353e-05,5.074700207052908e-05,153.0,168.0,131.0,139.0
148,1704,0.014831046124999985,1.9237045847234877,206,293213,190.9847073924657,272463.0742524512,509,711893,493.98470739246557,691143.0742524511,257,374449,206.61745361203202,299115.31378757616,560,793129,509.6174536120318,717795.3137875759,0.05036222274634787,429.0,0.011994532943727024,0.013543044863373935,8.28034209588272e-06,9.310063762148467e-06,427.0,426.0,419.0,417.0,0.00847855380096595,0.011937414764370413,5.656639209186673e-06,8.02275116699176e-06,428.0,427.0,424.0,420.0
149,1706,0.10962844258399884,3.5849979218489763,178,303876,163.89075898239486,280860.4887821712,445,713981,430.89075898239486,690965.4887821712,210,368494,173.6989775353889,302118.677920856,477,778599,440.69897753538885,712223.6779208558,0.10719025200356871,389.0,0.014044943820224719,0.016041990220029938,7.732035737865387e-06,8.759414176991821e-06,421.0,418.0,422.0,420.0,0.010816326530612244,0.014606545600413816,5.733938094904782e-06,7.80299370648205e-06,421.0,419.0,423.0,421.0
150,1703,0.06778529622700005,2.3282401893060003,170,248800,156.71229017920598,229766.97567373843,525,712001,511.71229017920575,692967.9756737383,208,307616,169.35348271771778,249216.12867539364,563,770817,524.3534827177176,712417.1286753933,0.1571411036837054,323.0,0.018166089965397925,0.02083625832317776,1.1502171839621179e-05,1.3126167721316715e-05,399.0,399.0,400.0,396.0,0.013013128698224852,0.018282513063424013,8.145794375511316e-06,1.1470492409954896e-05,409.0,399.0,404.0,399.0
151,1802,1.1155414657929978,5.516949777960115,70,102123,68.1087412955099,98595.56425480869,577,722885,575.1087412955096,719357.5642548087,80,117503,70.86310891251915,102689.16949994305,587,738265,577.863108912519,723451.1694999429,0.46057198851187287,25.0,0.11775510204081632,0.12397789554263972,6.931417915824154e-05,7.399971739176304e-05,85.0,83.0,96.0,93.0,0.09171875,0.11507594927313719,5.347051536843318e-05,6.860565894675755e-05,94.0,90.0,115.0,94.0
152,1801,0.3905008476054997,2.9579297896186896,42,66844,40.65343753714949,64338.163793454725,495,720500,493.65343753714967,717994.1637934545,45,72123,41.56848670528668,66145.849328247,498,725779,494.5684867052868,719801.8493282469,0.5608621370534593,2.0,0.28061224489795916,0.29869476919593013,0.00016125349046552628,0.00017345370867459403,20.0,17.0,31.0,31.0,0.24592592592592594,0.2862187043718177,0.00013952654224281207,0.000164515856784307,18.0,16.0,31.0,31.0
153,1808,1.975932162099004,10.689037422190236,94,105976,93.3364850927098,105385.3272161833,643,720412,642.3364850927097,719821.3272161834,96,108362,94.05765985517736,106249.1389864844,645,722798,643.0576598551772,720685.1389864845,0.21732250343461784,226.0,0.07277048438207334,0.07373262689088805,6.414545524461573e-05,6.481334163949097e-05,146.0,158.0,108.0,114.0,0.06998697916666667,0.07268780879466884,6.155494081465674e-05,6.38402719001917e-05,135.0,148.0,92.0,111.0
154,1803,1.1750412840595008,5.205059901450605,57,67650,55.588480629834464,66056.9574263352,570,717402,568.5884806298344,715808.9574263353,63,76880,57.01131787166649,68166.61042093034,576,726632,570.0113178716664,717918.6104209304,0.545018853373535,5.0,0.17543859649122806,0.18400450206679803,0.00015675701364955598,0.00016404386617900997,47.0,48.0,32.0,34.0,0.14512471655328799,0.1753724294691618,0.00012293846052228373,0.00015450118438924484,52.0,48.0,36.0,33.0
155,1806,1.6941433820124925,6.6156341938661525,96,136205,95.49377197764002,134796.7945358892,566,721311,565.4937719776401,719902.7945358894,97,137882,95.64955136313671,135058.03656536713,567,722988,565.6495513631368,720164.0365653671,0.48642631442688694,19.0,0.06141493055555555,0.06201228435908725,3.8880912971579644e-05,3.962002359142706e-05,188.0,198.0,183.0,190.0,0.06026145180146668,0.061827483798994116,3.802909062731004e-05,3.948122018604551e-05,164.0,188.0,162.0,181.0
156,1809,1.2199796719329958,6.449623583277728,82,117596,81.0930506164608,116419.8701954533,495,718734,494.0930506164608,717557.8701954533,86,123923,82.57525661939799,118996.76476045664,499,725061,495.575256619398,720134.7647604565,0.3685477130535592,70.0,0.07361689470553243,0.07513485782711105,5.197363482548256e-05,5.294228854712996e-05,145.0,154.0,136.0,140.0,0.06746890210924825,0.07267913510455883,4.721399053274346e-05,5.085614877495651e-05,142.0,149.0,129.0,138.0
157,1807,0.08321401106849989,1.4378371074120204,68,152090,66.14990905183504,149240.06969575738,512,716572,510.14990905183504,713722.0696957572,76,165307,68.43276748753529,153335.2674302239,520,729789,512.4327674875351,717817.2674302238,0.5058094571561907,13.0,0.11072664359861592,0.11658409632526777,3.097836655843975e-05,3.2044849765091044e-05,95.0,100.0,236.0,241.0,0.09002770083102493,0.10942301717312229,2.67063677075884e-05,3.053020998253207e-05,96.0,97.0,237.0,238.0
